node1,node2,combined_score,citation,citation_source
ERCC5,RAD51,0.812,PMC9854651,pmcid
ERCC5,GTF2H3,0.822,PMC9854651,pmcid
ERCC5,PCNA,0.914,PMC9854651,pmcid
ERCC5,TP53BP1,0.92,PMC9854651,pmcid
ERCC5,ERCC6,0.952,PMC9854651,pmcid
ERCC5,XRCC6,0.964,PMC9854651,pmcid
ERCC5,XPA,0.978,PMC9854651,pmcid
ERCC5,RAD23B,0.978,PMC9854651,pmcid
ERCC6,FANCM,0.736,PMC9854651,pmcid
ERCC6,TP53,0.796,PMC9854651,pmcid
ERCC6,XPC,0.827,PMC9854651,pmcid
ERCC6,USP7,0.834,PMC9854651,pmcid
ERCC6,RAD23B,0.805,PMC9854651,pmcid
ERCC6,UVSSA,0.895,PMC9854651,pmcid
ERCC6,XPA,0.922,PMC9854651,pmcid
ESCO2,MCM5,0.802,PMC9854651,pmcid
ESCO2,MCM4,0.777,PMC9854651,pmcid
ESCO2,MCM2,0.934,PMC9854651,pmcid
ESCO2,MCM3,0.712,PMC9854651,pmcid
ESCO2,PRIM1,0.747,PMC9854651,pmcid
ESCO2,WDHD1,0.796,PMC9854651,pmcid
ESCO2,PCNA,0.928,PMC9854651,pmcid
EXO1,MCM5,0.9,PMC9854651,pmcid
EXO1,POLE2,0.98,PMC9854651,pmcid
EXO1,OBFC1,0.718,PMC9854651,pmcid
EXO1,MLH1,0.999,PMC9854651,pmcid
EXO1,MSH2,0.999,PMC9854651,pmcid
EXO1,MSH6,0.994,PMC9854651,pmcid
EXO1,GINS2,0.831,PMC9854651,pmcid
EXO1,REV1,0.717,PMC9854651,pmcid
EXO1,PALB2,0.848,PMC9854651,pmcid
EXO1,MCM4,0.856,PMC9854651,pmcid
EXO1,MCM6,0.813,PMC9854651,pmcid
EXO1,MCM2,0.936,PMC9854651,pmcid
EXO1,MSH3,0.993,PMC9854651,pmcid
EXO1,NBN,0.87,PMC9854651,pmcid
EXO1,PMS2,0.995,PMC9854651,pmcid
EXO1,FANCM,0.897,PMC9854651,pmcid
EXO1,TP53,0.951,PMC9854651,pmcid
EXO1,FANCD2,0.841,PMC9854651,pmcid
EXO1,SLX4,0.956,PMC9854651,pmcid
EXO1,WRN,0.998,PMC9854651,pmcid
EXO1,TERT,0.758,PMC9854651,pmcid
EXO1,FANCI,0.872,PMC9854651,pmcid
EXO1,RMI1,0.953,PMC9854651,pmcid
EXO1,POLE,0.986,PMC9854651,pmcid
EXO1,MRE11A,0.993,PMC9854651,pmcid
EXO1,KAT5,0.721,PMC9854651,pmcid
EXO1,PRIM1,0.826,PMC9854651,pmcid
EXO1,RAD52,0.968,PMC9854651,pmcid
EXO1,XRCC6,0.989,PMC9854651,pmcid
EXO1,RTEL1,0.969,PMC9854651,pmcid
EXO1,WDHD1,0.885,PMC9854651,pmcid
EXO1,MCM3,0.727,PMC9854651,pmcid
EXO1,MDC1,0.754,PMC9854651,pmcid
EXO1,XPA,0.81,PMC9854651,pmcid
EXO1,POLA1,0.832,PMC9854651,pmcid
EXO1,ORC1,0.898,PMC9854651,pmcid
EXO1,RPA2,0.919,PMC9854651,pmcid
EXO1,MCM10,0.925,PMC9854651,pmcid
EXO1,POLE4,0.929,PMC9854651,pmcid
EXO1,POLE3,0.929,PMC9854651,pmcid
EXO1,RECQL4,0.931,PMC9854651,pmcid
EXO1,TP53BP1,0.942,PMC9854651,pmcid
EXO1,PCNA,0.965,PMC9854651,pmcid
EXO1,TOP3A,0.968,PMC9854651,pmcid
EXO1,POLH,0.971,PMC9854651,pmcid
EXO1,RAD50,0.972,PMC9854651,pmcid
EXO1,RAD51,0.996,PMC9854651,pmcid
FADD,TNFRSF1A,0.999,PMC9854651,pmcid
FADD,MLH1,0.809,PMC9854651,pmcid
FADD,TICAM1,0.942,PMC9854651,pmcid
FADD,RIPK1,0.999,PMC9854651,pmcid
FADD,TLR3,0.87,PMC9854651,pmcid
FADD,IRAK1,0.707,PMC9854651,pmcid
FADD,XIAP,0.77,PMC9854651,pmcid
FADD,TLR4,0.796,PMC9854651,pmcid
FADD,IKBKB,0.951,PMC9854651,pmcid
FADD,TRAF6,0.965,PMC9854651,pmcid
FADD,IKBKG,0.99,PMC9854651,pmcid
FADD,FASLG,0.999,PMC9854651,pmcid
FADD,FAS,0.999,PMC9854651,pmcid
FADS2,PLA2G6,0.746,PMC9854651,pmcid
FAN1,FANCE,0.807,PMC9854651,pmcid
FAN1,MLH1,0.992,PMC9854651,pmcid
FAN1,PMS2,0.974,PMC9854651,pmcid
FAN1,FANCM,0.937,PMC9854651,pmcid
FAN1,FANCD2,0.999,PMC9854651,pmcid
FAN1,FANCC,0.768,PMC9854651,pmcid
FAN1,SLX4,0.85,PMC9854651,pmcid
FAN1,FANCI,0.989,PMC9854651,pmcid
FAN1,FANCF,0.785,PMC9854651,pmcid
FAN1,FANCB,0.768,PMC9854651,pmcid
FAN1,STRA13,0.779,PMC9854651,pmcid
FAN1,FANCA,0.793,PMC9854651,pmcid
FAN1,FANCG,0.835,PMC9854651,pmcid
FAN1,FANCL,0.866,PMC9854651,pmcid
FANCA,FANCE,0.999,PMC9854651,pmcid
FANCA,PALB2,0.898,PMC9854651,pmcid
FANCA,FANCM,0.999,PMC9854651,pmcid
FANCA,FANCD2,0.996,PMC9854651,pmcid
FANCA,FANCC,0.999,PMC9854651,pmcid
FANCA,SLX4,0.939,PMC9854651,pmcid
FANCA,FANCI,0.995,PMC9854651,pmcid
FANCA,RMI1,0.999,PMC9854651,pmcid
FANCA,FANCF,0.999,PMC9854651,pmcid
FANCA,HSP90AA1,0.945,PMC9854651,pmcid
FANCA,RPA2,0.927,PMC9854651,pmcid
FANCA,FANCG,0.999,PMC9854651,pmcid
FANCA,RAD51,0.877,PMC9854651,pmcid
FANCA,SMARCA4,0.931,PMC9854651,pmcid
FANCA,FANCB,0.999,PMC9854651,pmcid
FANCA,TOP3A,0.999,PMC9854651,pmcid
FANCA,FANCL,0.999,PMC9854651,pmcid
FANCA,STRA13,0.999,PMC9854651,pmcid
FANCB,FANCE,0.995,PMC9854651,pmcid
FANCB,PALB2,0.886,PMC9854651,pmcid
FANCB,FANCM,0.999,PMC9854651,pmcid
FANCB,FANCD2,0.992,PMC9854651,pmcid
FANCB,FANCC,0.999,PMC9854651,pmcid
FANCB,SLX4,0.917,PMC9854651,pmcid
FANCB,FANCI,0.993,PMC9854651,pmcid
FANCB,RMI1,0.949,PMC9854651,pmcid
FANCB,FANCF,0.996,PMC9854651,pmcid
FANCB,RPA2,0.928,PMC9854651,pmcid
FANCB,FANCG,0.998,PMC9854651,pmcid
FANCB,STRA13,0.964,PMC9854651,pmcid
FANCB,TOP3A,0.928,PMC9854651,pmcid
FANCB,FANCL,0.999,PMC9854651,pmcid
FANCC,FANCE,0.999,PMC9854651,pmcid
FANCC,PALB2,0.887,PMC9854651,pmcid
FANCC,FANCM,0.999,PMC9854651,pmcid
FANCC,TP53,0.957,PMC9854651,pmcid
FANCC,FANCD2,0.998,PMC9854651,pmcid
FANCC,SLX4,0.914,PMC9854651,pmcid
FANCC,RPA2,0.92,PMC9854651,pmcid
FANCC,RMI1,0.944,PMC9854651,pmcid
FANCC,TOP3A,0.963,PMC9854651,pmcid
FANCC,FANCI,0.992,PMC9854651,pmcid
FANCC,STRA13,0.996,PMC9854651,pmcid
FANCC,FANCL,0.997,PMC9854651,pmcid
FANCC,FANCG,0.999,PMC9854651,pmcid
FANCC,FANCF,0.999,PMC9854651,pmcid
FANCD2,FANCE,0.999,PMC9854651,pmcid
FANCD2,MLH1,0.828,PMC9854651,pmcid
FANCD2,MSH2,0.788,PMC9854651,pmcid
FANCD2,REV1,0.942,PMC9854651,pmcid
FANCD2,PALB2,0.99,PMC9854651,pmcid
FANCD2,MCM4,0.765,PMC9854651,pmcid
FANCD2,MCM2,0.962,PMC9854651,pmcid
FANCD2,NBN,0.985,PMC9854651,pmcid
FANCD2,FANCM,0.991,PMC9854651,pmcid
FANCD2,POLH,0.702,PMC9854651,pmcid
FANCD2,MCM3,0.706,PMC9854651,pmcid
FANCD2,RECQL4,0.743,PMC9854651,pmcid
FANCD2,MCM7,0.75,PMC9854651,pmcid
FANCD2,XPA,0.757,PMC9854651,pmcid
FANCD2,TP53BP1,0.77,PMC9854651,pmcid
FANCD2,WRN,0.78,PMC9854651,pmcid
FANCD2,TOP3A,0.781,PMC9854651,pmcid
FANCD2,RMI1,0.804,PMC9854651,pmcid
FANCD2,KAT5,0.826,PMC9854651,pmcid
FANCD2,STRA13,0.872,PMC9854651,pmcid
FANCD2,MEN1,0.919,PMC9854651,pmcid
FANCD2,RAD50,0.937,PMC9854651,pmcid
FANCD2,RPA2,0.956,PMC9854651,pmcid
FANCD2,H2AFX,0.977,PMC9854651,pmcid
FANCD2,MRE11A,0.984,PMC9854651,pmcid
FANCD2,MDC1,0.985,PMC9854651,pmcid
FANCD2,RAD51,0.992,PMC9854651,pmcid
FANCD2,FANCF,0.993,PMC9854651,pmcid
FANCD2,SLX4,0.997,PMC9854651,pmcid
FANCD2,FANCG,0.997,PMC9854651,pmcid
FANCD2,FANCL,0.999,PMC9854651,pmcid
FANCD2,FANCI,0.999,PMC9854651,pmcid
FANCE,PALB2,0.863,PMC9854651,pmcid
FANCE,RPA2,0.905,PMC9854651,pmcid
FANCE,SLX4,0.907,PMC9854651,pmcid
FANCE,RMI1,0.94,PMC9854651,pmcid
FANCE,TOP3A,0.97,PMC9854651,pmcid
FANCE,FANCI,0.993,PMC9854651,pmcid
FANCE,FANCL,0.995,PMC9854651,pmcid
FANCE,STRA13,0.996,PMC9854651,pmcid
FANCE,FANCM,0.999,PMC9854651,pmcid
FANCE,FANCF,0.999,PMC9854651,pmcid
FANCE,FANCG,0.999,PMC9854651,pmcid
FANCF,PALB2,0.882,PMC9854651,pmcid
FANCF,FANCM,0.999,PMC9854651,pmcid
FANCF,SLX4,0.915,PMC9854651,pmcid
FANCF,FANCI,0.992,PMC9854651,pmcid
FANCF,RMI1,0.964,PMC9854651,pmcid
FANCF,RPA2,0.905,PMC9854651,pmcid
FANCF,TOP3A,0.976,PMC9854651,pmcid
FANCF,STRA13,0.996,PMC9854651,pmcid
FANCF,FANCG,0.999,PMC9854651,pmcid
FANCF,FANCL,0.999,PMC9854651,pmcid
FANCG,PALB2,0.878,PMC9854651,pmcid
FANCG,FANCM,0.999,PMC9854651,pmcid
FANCG,SLX4,0.922,PMC9854651,pmcid
FANCG,FANCI,0.994,PMC9854651,pmcid
FANCG,RMI1,0.939,PMC9854651,pmcid
FANCG,RPA2,0.916,PMC9854651,pmcid
FANCG,TOP3A,0.972,PMC9854651,pmcid
FANCG,STRA13,0.999,PMC9854651,pmcid
FANCG,FANCL,0.999,PMC9854651,pmcid
FANCI,GINS2,0.827,PMC9854651,pmcid
FANCI,REV1,0.82,PMC9854651,pmcid
FANCI,PALB2,0.99,PMC9854651,pmcid
FANCI,MCM4,0.793,PMC9854651,pmcid
FANCI,MCM6,0.723,PMC9854651,pmcid
FANCI,MCM2,0.927,PMC9854651,pmcid
FANCI,FANCM,0.985,PMC9854651,pmcid
FANCI,SLX4,0.981,PMC9854651,pmcid
FANCI,MCM7,0.742,PMC9854651,pmcid
FANCI,MCM10,0.811,PMC9854651,pmcid
FANCI,MCM3,0.814,PMC9854651,pmcid
FANCI,STRA13,0.886,PMC9854651,pmcid
FANCI,RAD51,0.932,PMC9854651,pmcid
FANCI,RPA2,0.933,PMC9854651,pmcid
FANCI,MDC1,0.95,PMC9854651,pmcid
FANCI,H2AFX,0.953,PMC9854651,pmcid
FANCI,FANCL,0.999,PMC9854651,pmcid
FANCL,PALB2,0.865,PMC9854651,pmcid
FANCL,FANCM,0.999,PMC9854651,pmcid
FANCL,SLX4,0.92,PMC9854651,pmcid
FANCL,RMI1,0.947,PMC9854651,pmcid
FANCL,RPA2,0.916,PMC9854651,pmcid
FANCL,STRA13,0.999,PMC9854651,pmcid
FANCL,TOP3A,0.957,PMC9854651,pmcid
FANCM,MLH1,0.828,PMC9854651,pmcid
FANCM,MSH2,0.914,PMC9854651,pmcid
FANCM,MSH6,0.988,PMC9854651,pmcid
FANCM,REV1,0.842,PMC9854651,pmcid
FANCM,PALB2,0.831,PMC9854651,pmcid
FANCM,MSH3,0.891,PMC9854651,pmcid
FANCM,RTEL1,0.705,PMC9854651,pmcid
FANCM,MRE11A,0.709,PMC9854651,pmcid
FANCM,MDC1,0.712,PMC9854651,pmcid
FANCM,POLE,0.712,PMC9854651,pmcid
FANCM,SMARCAL1,0.817,PMC9854651,pmcid
FANCM,TP53BP1,0.843,PMC9854651,pmcid
FANCM,PCNA,0.865,PMC9854651,pmcid
FANCM,XPA,0.899,PMC9854651,pmcid
FANCM,SLX4,0.928,PMC9854651,pmcid
FANCM,RECQL4,0.962,PMC9854651,pmcid
FANCM,WRN,0.967,PMC9854651,pmcid
FANCM,RAD51,0.969,PMC9854651,pmcid
FANCM,RAD52,0.978,PMC9854651,pmcid
FANCM,RPA2,0.982,PMC9854651,pmcid
FANCM,TOP3A,0.998,PMC9854651,pmcid
FANCM,STRA13,0.999,PMC9854651,pmcid
FANCM,RMI1,0.999,PMC9854651,pmcid
FARP2,RAP1A,0.903,PMC9854651,pmcid
FAS,TNFRSF1A,0.975,PMC9854651,pmcid
FAS,IL2,0.7,PMC9854651,pmcid
FAS,RIPK1,0.985,PMC9854651,pmcid
FAS,PIK3CA,0.908,PMC9854651,pmcid
FAS,TP63,0.928,PMC9854651,pmcid
FAS,TP53,0.967,PMC9854651,pmcid
FAS,IKBKG,0.926,PMC9854651,pmcid
FAS,IKBKB,0.928,PMC9854651,pmcid
FAS,PIK3R1,0.93,PMC9854651,pmcid
FAS,FASLG,0.999,PMC9854651,pmcid
FASLG,TNFRSF1A,0.991,PMC9854651,pmcid
FASLG,GZMB,0.806,PMC9854651,pmcid
FASLG,IL2,0.714,PMC9854651,pmcid
FASLG,RIPK1,0.964,PMC9854651,pmcid
FASLG,PIK3CA,0.914,PMC9854651,pmcid
FASLG,GRB2,0.743,PMC9854651,pmcid
FASLG,PRF1,0.875,PMC9854651,pmcid
FASLG,IKBKB,0.931,PMC9854651,pmcid
FASLG,IKBKG,0.932,PMC9854651,pmcid
FASLG,PIK3R1,0.966,PMC9854651,pmcid
FBL,PINX1,0.896,PMC9854651,pmcid
FBL,NOP10,0.958,PMC9854651,pmcid
FBL,RUVBL1,0.959,PMC9854651,pmcid
FBL,GAR1,0.998,PMC9854651,pmcid
FBL,NHP2L1,0.999,PMC9854651,pmcid
FBL,NOP56,0.999,PMC9854651,pmcid
FBL,WDR36,0.999,PMC9854651,pmcid
FBL,RRP9,0.999,PMC9854651,pmcid
FBL,RPS5,0.999,PMC9854651,pmcid
FBL,NHP2,0.999,PMC9854651,pmcid
FBL,NOP58,0.999,PMC9854651,pmcid
FBXW7,RBX1,0.999,PMC9854651,pmcid
FBXW7,SKP1,0.999,PMC9854651,pmcid
FBXW7,NEDD8,0.837,PMC9854651,pmcid
FBXW7,KRAS,0.713,PMC9854651,pmcid
FBXW7,MDM2,0.775,PMC9854651,pmcid
FBXW7,PIK3CA,0.751,PMC9854651,pmcid
FBXW7,TP63,0.953,PMC9854651,pmcid
FBXW7,TP53,0.879,PMC9854651,pmcid
FBXW7,SKP2,0.972,PMC9854651,pmcid
FBXW7,MTOR,0.701,PMC9854651,pmcid
FBXW7,HRAS,0.747,PMC9854651,pmcid
FBXW7,PTEN,0.832,PMC9854651,pmcid
FBXW7,MCL1,0.984,PMC9854651,pmcid
FBXW7,FLI1,0.989,PMC9854651,pmcid
FBXW7,JUN,0.991,PMC9854651,pmcid
FBXW7,MYC,0.999,PMC9854651,pmcid
FDX1,STAR,0.903,PMC9854651,pmcid
FGF2,MAPK1,0.942,PMC9854651,pmcid
FGF2,KITLG,0.718,PMC9854651,pmcid
FGF2,KRAS,0.954,PMC9854651,pmcid
FGF2,FLT4,0.888,PMC9854651,pmcid
FGF2,KDR,0.937,PMC9854651,pmcid
FGF2,PTPN11,0.703,PMC9854651,pmcid
FGF2,MYC,0.734,PMC9854651,pmcid
FGF2,PTPRC,0.748,PMC9854651,pmcid
FGF2,FRS2,0.789,PMC9854651,pmcid
FGF2,GRB2,0.792,PMC9854651,pmcid
FGF2,NTRK2,0.806,PMC9854651,pmcid
FGF2,IGF1R,0.826,PMC9854651,pmcid
FGF2,PECAM1,0.836,PMC9854651,pmcid
FGF2,NRP1,0.874,PMC9854651,pmcid
FGF2,KIT,0.891,PMC9854651,pmcid
FGF2,FLT1,0.909,PMC9854651,pmcid
FGF2,NRAS,0.93,PMC9854651,pmcid
FGF2,HRAS,0.958,PMC9854651,pmcid
FGF2,POMC,0.961,PMC9854651,pmcid
FGF2,IL17A,0.963,PMC9854651,pmcid
FGF2,VEGFA,0.991,PMC9854651,pmcid
FGF2,HSPG2,0.997,PMC9854651,pmcid
FGF2,FGFR3,0.999,PMC9854651,pmcid
FGF9,MAPK1,0.919,PMC9854651,pmcid
FGF9,KRAS,0.926,PMC9854651,pmcid
FGF9,FLT4,0.736,PMC9854651,pmcid
FGF9,KDR,0.814,PMC9854651,pmcid
FGF9,IGF1R,0.702,PMC9854651,pmcid
FGF9,FLT1,0.783,PMC9854651,pmcid
FGF9,KIT,0.778,PMC9854651,pmcid
FGF9,FGFR3,0.999,PMC9854651,pmcid
FGF9,NRAS,0.915,PMC9854651,pmcid
FGF9,NR5A1,0.819,PMC9854651,pmcid
FGF9,FRS2,0.726,PMC9854651,pmcid
FGF9,HRAS,0.928,PMC9854651,pmcid
FGFR3,MAPK1,0.92,PMC9854651,pmcid
FGFR3,KRAS,0.976,PMC9854651,pmcid
FGFR3,MDM2,0.773,PMC9854651,pmcid
FGFR3,GAB1,0.916,PMC9854651,pmcid
FGFR3,PIK3CA,0.974,PMC9854651,pmcid
FGFR3,PSEN1,0.905,PMC9854651,pmcid
FGFR3,HSP90AA1,0.933,PMC9854651,pmcid
FGFR3,VEGFA,0.786,PMC9854651,pmcid
FGFR3,JAK2,0.848,PMC9854651,pmcid
FGFR3,JUN,0.933,PMC9854651,pmcid
FGFR3,SOS1,0.938,PMC9854651,pmcid
FGFR3,PIK3R1,0.945,PMC9854651,pmcid
FGFR3,PTPN11,0.965,PMC9854651,pmcid
FGFR3,NRAS,0.967,PMC9854651,pmcid
FGFR3,FRS2,0.973,PMC9854651,pmcid
FGFR3,GRB2,0.981,PMC9854651,pmcid
FGFR3,HRAS,0.982,PMC9854651,pmcid
FIG4,VAC14,0.999,PMC9854651,pmcid
FIG4,PIKFYVE,0.999,PMC9854651,pmcid
FLNA,GP1BA,0.999,PMC9854651,pmcid
FLNA,TLR4,0.79,PMC9854651,pmcid
FLNA,IKBKG,0.927,PMC9854651,pmcid
FLNA,IKBKB,0.928,PMC9854651,pmcid
FLT1,KITLG,0.788,PMC9854651,pmcid
FLT1,FLT4,0.984,PMC9854651,pmcid
FLT1,KDR,0.998,PMC9854651,pmcid
FLT1,PIK3CA,0.959,PMC9854651,pmcid
FLT1,NRP1,0.999,PMC9854651,pmcid
FLT1,RASA1,0.929,PMC9854651,pmcid
FLT1,PECAM1,0.801,PMC9854651,pmcid
FLT1,SOS1,0.91,PMC9854651,pmcid
FLT1,GRB2,0.965,PMC9854651,pmcid
FLT1,PIK3R1,0.985,PMC9854651,pmcid
FLT1,PTPN11,0.99,PMC9854651,pmcid
FLT1,NRP2,0.99,PMC9854651,pmcid
FLT1,VEGFA,0.999,PMC9854651,pmcid
FLT4,KITLG,0.738,PMC9854651,pmcid
FLT4,PECAM1,0.841,PMC9854651,pmcid
FLT4,SOS1,0.917,PMC9854651,pmcid
FLT4,PIK3R1,0.95,PMC9854651,pmcid
FLT4,PIK3CA,0.954,PMC9854651,pmcid
FLT4,NRP1,0.972,PMC9854651,pmcid
FLT4,GRB2,0.981,PMC9854651,pmcid
FLT4,KDR,0.988,PMC9854651,pmcid
FLT4,NRP2,0.998,PMC9854651,pmcid
FLT4,VEGFA,0.999,PMC9854651,pmcid
FMR1,PABPC1,0.716,PMC9854651,pmcid
FMR1,LSM14A,0.855,PMC9854651,pmcid
FRAS1,FREM2,0.95,PMC9854651,pmcid
FRAS1,GRIP1,0.835,PMC9854651,pmcid
FREM2,GRIP1,0.726,PMC9854651,pmcid
FRS2,MAPK1,0.975,PMC9854651,pmcid
FRS2,KRAS,0.951,PMC9854651,pmcid
FRS2,GAB1,0.981,PMC9854651,pmcid
FRS2,PIK3CA,0.924,PMC9854651,pmcid
FRS2,NTRK2,0.99,PMC9854651,pmcid
FRS2,PTPN11,0.999,PMC9854651,pmcid
FRS2,GAB2,0.949,PMC9854651,pmcid
FRS2,NRAS,0.936,PMC9854651,pmcid
FRS2,RAP1A,0.907,PMC9854651,pmcid
FRS2,GRB2,0.999,PMC9854651,pmcid
FRS2,SOS1,0.995,PMC9854651,pmcid
FRS2,HRAS,0.944,PMC9854651,pmcid
FRS2,PIK3R1,0.92,PMC9854651,pmcid
GAB1,MAPK1,0.947,PMC9854651,pmcid
GAB1,KITLG,0.911,PMC9854651,pmcid
GAB1,INSR,0.723,PMC9854651,pmcid
GAB1,IGF1R,0.865,PMC9854651,pmcid
GAB1,RAP1A,0.908,PMC9854651,pmcid
GAB1,PRKACA,0.911,PMC9854651,pmcid
GAB1,VEGFA,0.914,PMC9854651,pmcid
GAB1,KIT,0.917,PMC9854651,pmcid
GAB1,KDR,0.92,PMC9854651,pmcid
GAB1,JAK2,0.921,PMC9854651,pmcid
GAB1,GAB2,0.922,PMC9854651,pmcid
GAB1,MAP2K1,0.923,PMC9854651,pmcid
GAB1,PIK3CA,0.924,PMC9854651,pmcid
GAB1,HRAS,0.944,PMC9854651,pmcid
GAB1,NTRK2,0.949,PMC9854651,pmcid
GAB1,SOS1,0.98,PMC9854651,pmcid
GAB1,PIK3R1,0.993,PMC9854651,pmcid
GAB1,GRB2,0.999,PMC9854651,pmcid
GAB1,PTPN11,0.999,PMC9854651,pmcid
GAB2,MAPK1,0.958,PMC9854651,pmcid
GAB2,IL2RB,0.9,PMC9854651,pmcid
GAB2,IL2,0.917,PMC9854651,pmcid
GAB2,KRAS,0.932,PMC9854651,pmcid
GAB2,PIK3CA,0.94,PMC9854651,pmcid
GAB2,KIT,0.969,PMC9854651,pmcid
GAB2,MAP2K1,0.915,PMC9854651,pmcid
GAB2,LCK,0.946,PMC9854651,pmcid
GAB2,PTPN11,0.999,PMC9854651,pmcid
GAB2,TRAF6,0.878,PMC9854651,pmcid
GAB2,IL2RG,0.9,PMC9854651,pmcid
GAB2,RAP1A,0.9,PMC9854651,pmcid
GAB2,IKBKG,0.903,PMC9854651,pmcid
GAB2,SOS1,0.925,PMC9854651,pmcid
GAB2,NRAS,0.938,PMC9854651,pmcid
GAB2,JAK2,0.939,PMC9854651,pmcid
GAB2,IL2RA,0.943,PMC9854651,pmcid
GAB2,HRAS,0.951,PMC9854651,pmcid
GAB2,PIK3R1,0.996,PMC9854651,pmcid
GAB2,GRB2,0.999,PMC9854651,pmcid
GAR1,RTEL1,0.71,PMC9854651,pmcid
GAR1,PINX1,0.712,PMC9854651,pmcid
GAR1,POT1,0.725,PMC9854651,pmcid
GAR1,TERF2,0.736,PMC9854651,pmcid
GAR1,TERF1,0.745,PMC9854651,pmcid
GAR1,TERF2IP,0.758,PMC9854651,pmcid
GAR1,WDR36,0.772,PMC9854651,pmcid
GAR1,TINF2,0.787,PMC9854651,pmcid
GAR1,RRP9,0.828,PMC9854651,pmcid
GAR1,TERT,0.944,PMC9854651,pmcid
GAR1,RUVBL1,0.956,PMC9854651,pmcid
GAR1,WRAP53,0.976,PMC9854651,pmcid
GAR1,NHP2L1,0.98,PMC9854651,pmcid
GAR1,SHQ1,0.99,PMC9854651,pmcid
GAR1,NOP56,0.997,PMC9854651,pmcid
GAR1,NOP58,0.998,PMC9854651,pmcid
GAR1,NOP10,0.999,PMC9854651,pmcid
GAR1,NHP2,0.999,PMC9854651,pmcid
GINS1,MCM5,0.999,PMC9854651,pmcid
GINS1,POLE2,0.99,PMC9854651,pmcid
GINS1,ORC6,0.766,PMC9854651,pmcid
GINS1,GINS2,0.999,PMC9854651,pmcid
GINS1,MCM4,0.999,PMC9854651,pmcid
GINS1,POLE4,0.739,PMC9854651,pmcid
GINS1,PCNA,0.756,PMC9854651,pmcid
GINS1,POLE3,0.806,PMC9854651,pmcid
GINS1,PRIM2,0.874,PMC9854651,pmcid
GINS1,PRIM1,0.904,PMC9854651,pmcid
GINS1,POLA2,0.91,PMC9854651,pmcid
GINS1,POLA1,0.921,PMC9854651,pmcid
GINS1,MCM10,0.948,PMC9854651,pmcid
GINS1,POLE,0.956,PMC9854651,pmcid
GINS1,WDHD1,0.998,PMC9854651,pmcid
GINS1,GINS4,0.999,PMC9854651,pmcid
GINS1,MCM7,0.999,PMC9854651,pmcid
GINS1,MCM3,0.999,PMC9854651,pmcid
GINS1,MCM6,0.999,PMC9854651,pmcid
GINS1,MCM2,0.999,PMC9854651,pmcid
GINS2,MCM5,0.999,PMC9854651,pmcid
GINS2,POLE2,0.991,PMC9854651,pmcid
GINS2,MCMBP,0.704,PMC9854651,pmcid
GINS2,PRIM2,0.709,PMC9854651,pmcid
GINS2,RAD51,0.777,PMC9854651,pmcid
GINS2,PRIM1,0.843,PMC9854651,pmcid
GINS2,POLE,0.872,PMC9854651,pmcid
GINS2,POLA1,0.874,PMC9854651,pmcid
GINS2,POLA2,0.964,PMC9854651,pmcid
GINS2,MCM10,0.981,PMC9854651,pmcid
GINS2,MCM4,0.999,PMC9854651,pmcid
GINS2,MCM7,0.999,PMC9854651,pmcid
GINS2,GINS4,0.999,PMC9854651,pmcid
GINS2,WDHD1,0.999,PMC9854651,pmcid
GINS2,MCM3,0.999,PMC9854651,pmcid
GINS2,MCM6,0.999,PMC9854651,pmcid
GINS2,MCM2,0.999,PMC9854651,pmcid
GINS4,MCM5,0.999,PMC9854651,pmcid
GINS4,POLE2,0.939,PMC9854651,pmcid
GINS4,ORC3,0.733,PMC9854651,pmcid
GINS4,MCM4,0.999,PMC9854651,pmcid
GINS4,MCM6,0.999,PMC9854651,pmcid
GINS4,MCM2,0.999,PMC9854651,pmcid
GINS4,POLA2,0.859,PMC9854651,pmcid
GINS4,RECQL4,0.752,PMC9854651,pmcid
GINS4,PRIM1,0.758,PMC9854651,pmcid
GINS4,PRIM2,0.773,PMC9854651,pmcid
GINS4,POLA1,0.967,PMC9854651,pmcid
GINS4,POLE,0.97,PMC9854651,pmcid
GINS4,MCM10,0.988,PMC9854651,pmcid
GINS4,MCM3,0.999,PMC9854651,pmcid
GINS4,WDHD1,0.999,PMC9854651,pmcid
GINS4,MCM7,0.999,PMC9854651,pmcid
GNAS,KRAS,0.775,PMC9854651,pmcid
GNAS,IGF1R,0.859,PMC9854651,pmcid
GNAS,MC4R,0.722,PMC9854651,pmcid
GNAS,PRKACA,0.791,PMC9854651,pmcid
GNAS,MC2R,0.878,PMC9854651,pmcid
GNAS,HRAS,0.763,PMC9854651,pmcid
GNAS,MC1R,0.933,PMC9854651,pmcid
GNAS,PRKAR1A,0.981,PMC9854651,pmcid
GNAS,GNB1,0.999,PMC9854651,pmcid
GNB1,MAPK1,0.785,PMC9854651,pmcid
GNB1,SMO,0.993,PMC9854651,pmcid
GNB1,KRAS,0.709,PMC9854651,pmcid
GNB1,SLC9A3R1,0.903,PMC9854651,pmcid
GNB1,PIK3CA,0.945,PMC9854651,pmcid
GNB1,PRKACA,0.724,PMC9854651,pmcid
GNB1,LCK,0.902,PMC9854651,pmcid
GNB1,PTPN11,0.912,PMC9854651,pmcid
GNB1,HLA-DRB1,0.901,PMC9854651,pmcid
GNB1,NRAS,0.716,PMC9854651,pmcid
