gene,supporting_layers,n_edge_bearing_layers,is_raghunath_enzyme_class_token,omim_disease_flag,omim_disease_names,omim_phenotype_class,massspec_detected_flag,massspec_a375_lfq,massspec_fm55_lfq,bajpai_hit_flag,bajpai_castle_effect,bajpai_q_value,bajpai_direction,bajpai_orphan_hit,citation,citation_source
ADCY5,KEGG|STRING_ours,2,False,False,,,False,,,False,,,,False,KEGG:hsa04916;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),accession|database
ECSIT,Raghunath|STRING_ours,2,False,False,,,False,,,False,,,,False,Entrez:51295;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),accession|database
ADAR,STRING_ours|DArcy_STRING,2,False,True,Aicardi-Goutieres syndrome 6|Dyschromatosis symmetrica hereditaria,Hyperpigmentation|Mixed,True,36889.0,47524.333333333336,False,,,,False,"STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",database|pmcid
DVL3,KEGG|STRING_ours,2,False,False,,,False,,,False,,,,False,KEGG:hsa04916;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),accession|database
XPC,STRING_ours|DArcy_STRING,2,False,True,"Xeroderma pigmentosum, group C",Mixed,False,,,False,,,,False,"STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",database|pmcid
FANCE,STRING_ours|DArcy_STRING,2,False,True,"Fanconi anemia, complementation group E",Mixed,False,,,False,,,,False,"STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",database|pmcid
WRN,STRING_ours|DArcy_STRING,2,False,True,Werner syndrome,Mixed,False,,,False,,,,False,"STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",database|pmcid
DDX3X,STRING_ours|DArcy_STRING,2,False,True,"Intellectual developmental disorder, X-linked, syndrome, Snijders Blok type",Hypopigmentation,False,,,False,,,,False,"STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",database|pmcid
DDX6,STRING_ours|DArcy_STRING,2,False,True,Vitiligo,Hypopigmentation,True,614560.0,672523.3333333334,False,,,,False,"STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",database|pmcid
DFFA,Raghunath|STRING_ours,2,False,False,,,True,126715.83333333331,136131.66666666666,False,,,,False,UniProt:O00273;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),accession|database
DFFB,Raghunath|STRING_ours,2,False,False,,,True,12988.283333333333,15046.883333333331,False,,,,False,UniProt:O76075;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),accession|database
AP3D1,STRING_ours|DArcy_STRING,2,False,True,Hermansky-Pudlak syndrome type 10,Hypopigmentation,True,194830.0,209405.0,True,2.4,0.00019277,reduces_pigmentation,False,"STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",database|pmcid
AP3B1,STRING_ours|DArcy_STRING,2,False,True,Hermansky-Pudlak syndrome type 2,Hypopigmentation,True,175235.0,164446.66666666666,True,0.9,0.031182161,reduces_pigmentation,False,"STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",database|pmcid
XPA,STRING_ours|DArcy_STRING,2,False,True,"Xeroderma pigmentosum, group A",Mixed,False,,,False,,,,False,"STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",database|pmcid
STK11,STRING_ours|DArcy_STRING,2,False,True,Peutz – Jeghers syndrome,Hyperpigmentation,False,,,False,,,,False,"STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",database|pmcid
ADAM10,STRING_ours|DArcy_STRING,2,False,True,Reticulate acropigmentation of Kitamura,Hyperpigmentation,False,,,False,,,,False,"STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",database|pmcid
DKC1,STRING_ours|DArcy_STRING,2,False,True,"Dyskeratosis congenita, X-linked",Hyperpigmentation,True,1292.2333333333331,1411.75,False,,,,False,"STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",database|pmcid
ACD,STRING_ours|DArcy_STRING,2,False,True,"Dyskeratosis congenita, autosomal dominant 6, autosomal recessive 7",Hyperpigmentation,False,,,False,,,,False,"STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",database|pmcid
STAT4,STRING_ours|DArcy_STRING,2,False,True,Vitiligo,Hypopigmentation,False,,,False,,,,False,"STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",database|pmcid
STAR,STRING_ours|DArcy_STRING,2,False,True,Lipoid adrenal hyperplasia,Hyperpigmentation,False,,,False,,,,False,"STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",database|pmcid
DVL2,KEGG|STRING_ours,2,False,False,,,False,,,False,,,,False,KEGG:hsa04916;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),accession|database
DVL1,KEGG|STRING_ours,2,False,False,,,False,,,False,,,,False,KEGG:hsa04916;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),accession|database
DUSP1,Raghunath|STRING_ours,2,False,False,,,False,,,False,,,,False,UniProt:P28562;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),accession|database
DTNBP1,STRING_ours|DArcy_STRING,2,False,True,Hermansky-Pudlak syndrome type 7,Hypopigmentation,True,59731.166666666664,52065.833333333336,True,1.7,0.002364299,reduces_pigmentation,False,"STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",database|pmcid
FANCA,STRING_ours|DArcy_STRING,2,False,True,"Dermal melanocytosis|Fanconi anemia, complementation group A|Vitiligo",Hyperpigmentation|Hypopigmentation|Mixed,False,,,False,,,,False,"STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",database|pmcid
FANCD2,STRING_ours|DArcy_STRING,2,False,True,"Fanconi anemia, complementation group D2",Mixed,True,27773.333333333332,15003.166666666666,False,,,,False,"STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",database|pmcid
FANCB,STRING_ours|DArcy_STRING,2,False,True,"Xeroderma pigmentosum, variant type",Mixed,False,,,False,,,,False,"STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",database|pmcid
ZMIZ1,STRING_ours|DArcy_STRING,2,False,True,Vitiligo,Hypopigmentation,True,3812.8333333333335,,False,,,,False,"STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",database|pmcid
FANCC,STRING_ours|DArcy_STRING,2,False,True,"Fanconi anemia, complementation group C",Mixed,False,,,False,,,,False,"STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",database|pmcid
STAT1,Raghunath|STRING_ours,2,False,False,,,True,554406.6666666666,462158.3333333333,False,,,,False,UniProt:P42224;STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),accession|database
SMO,STRING_ours|DArcy_STRING,2,False,True,Curry-Jones syndrome,Hypopigmentation,False,,,False,,,,False,"STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00);PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",database|pmcid
USH1G,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
USP7,DArcy_STRING,1,False,False,,,True,233945.0,202031.66666666663,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
PLK1,Reactome,1,False,False,,,True,2844.0833333333335,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
PLC,Raghunath,1,True,False,,,False,,,False,,,,False,HGNC:GG:832,hgnc_gene_group
ZIC1,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
ZMPSTE24,STRING_ours,1,False,True,Mandibuloacral dysplasia with type B lipodystrophy,Hyperpigmentation,True,67451.83333333333,38463.333333333336,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
PPARGC1A,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
PSEN2,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
PRIM2,DArcy_STRING,1,False,False,,,True,89463.66666666667,59355.333333333336,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
PPARGC1B,STRING_ours,1,False,True,Vitiligo,Hypopigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
POU3F2,Reactome,1,False,False,,,True,221.08333333333337,5117.766666666666,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
POT1,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
XIAP,DArcy_STRING,1,False,False,,,True,120491.0,82478.0,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
PPP3R1,DArcy_STRING,1,False,False,,,True,,25292.166666666668,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
PRF1,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
POLE4,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
PRIM1,DArcy_STRING,1,False,False,,,True,570440.0,352285.0,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
XPO1,Reactome,1,False,False,,,True,700128.3333333334,582976.6666666666,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
POLE3,DArcy_STRING,1,False,False,,,True,163867.16666666666,123631.66666666669,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
POLE2,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
POLE,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
POLA2,DArcy_STRING,1,False,False,,,True,38186.666666666664,21335.333333333332,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
PSEN1,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
XRCC6,DArcy_STRING,1,False,False,,,True,1307666.6666666667,1265333.3333333333,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
YWHAB,Reactome,1,False,False,,,True,1379891.6666666665,1706041.6666666667,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
YWHAE,Reactome,1,False,False,,,True,2254883.3333333335,2275016.6666666665,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
YWHAG,Reactome,1,False,False,,,True,1318363.3333333333,1581850.0,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
YWHAH,Reactome,1,False,False,,,True,656500.0,490483.3333333333,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
ZC3H7B,STRING_ours,1,False,True,Vitiligo,Hypopigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
ZEB1,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
WDR36,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
WDHD1,DArcy_STRING,1,False,False,,,True,47703.666666666664,27032.0,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
VHL,DArcy_STRING,1,False,False,,,True,21514.166666666668,25970.333333333332,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
VEGFA,DArcy_STRING,1,False,True,POEMS syndrome,Hyperpigmentation,False,,,False,,,,False,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
VAC14,DArcy_STRING,1,False,False,,,True,76297.0,80505.83333333333,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
PPP1CC,DArcy_STRING,1,False,False,,,True,246921.66666666663,196943.33333333337,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
SMARCD2,Reactome,1,False,False,,,True,7214.666666666667,9398.166666666666,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
USH1C,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
STRA13,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
SS18,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
SS18L1,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
SGPL1,STRING_ours,1,False,True,"Nephrotic syndrome, type 14",Hyperpigmentation,True,12026.566666666666,10049.833333333334,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
ST3GAL5,STRING_ours,1,False,True,Salt and pepper developmental regression syndrome,Mixed,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
SERPINE1,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
SAMD9,STRING_ours,1,False,True,Mirage syndrome,Hyperpigmentation,True,66041.16666666667,34152.5,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
RUVBL1,DArcy_STRING,1,False,False,,,True,789095.0,881185.0,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
RRP9,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
RPS5,DArcy_STRING,1,False,False,,,True,1322483.3333333333,1526183.3333333333,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
STRADA,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
TBX3,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
RPA2,DArcy_STRING,1,False,False,,,True,244651.66666666663,178895.0,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
STT3B,Reactome,1,False,False,,,True,33082.333333333336,23517.833333333332,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
RNASET2,STRING_ours,1,False,True,Vitiligo,Hypopigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
RMI1,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
SUMO1,Reactome,1,False,False,,,True,78707.66666666667,71251.66666666667,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
SYTL2,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
TANK,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
TBC1D7,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
TBK1,DArcy_STRING,1,False,False,,,True,103072.83333333331,82992.66666666667,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
SHQ1,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
SPATA48,STRING_ours,1,False,True,Vitiligo,Hypopigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
SIN3A,Reactome,1,False,False,,,True,75393.16666666667,35672.5,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
SIRPA,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
SMARCC2,Reactome,1,False,False,,,True,158605.0,137123.66666666666,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
SMARCC1,Reactome,1,False,False,,,True,254435.0,219345.0,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
SMARCB1,Reactome,1,False,False,,,True,67632.0,48292.833333333336,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
PLA2,Raghunath,1,True,False,,,False,,,False,,,,False,HGNC:GG:467,hgnc_gene_group
SMARCA2,Reactome,1,False,False,,,True,50785.5,32131.0,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
SLX4,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
SLC9A3R1,DArcy_STRING,1,False,False,,,True,95645.16666666669,107410.66666666669,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
SMARCD3,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
SLC44A4,STRING_ours,1,False,True,Vitiligo,Hypopigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
SMARCE1,Reactome,1,False,False,,,True,127201.83333333331,88466.0,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
SLC29A3,STRING_ours,1,False,True,Histiocytosis-lymphadenopathy plus syndrome,Hyperpigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
SMOC2,STRING_ours,1,False,True,Vitiligo,Hypopigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
SNAPIN,DArcy_STRING,1,False,False,,,True,136033.83333333334,151130.0,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
SLC17A5,STRING_ours,1,False,True,"Sialic acid storage disorder, infantile",Hypopigmentation,False,,,True,1.2,0.000972474,reduces_pigmentation,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
SOX2,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
SKP2,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
SOX9,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
SKP1,DArcy_STRING,1,False,False,,,True,18871.85,16490.966666666667,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
SIRT1,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
TBX2,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
TCEB1,DArcy_STRING,1,False,False,,,True,526306.6666666666,544258.3333333334,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
UBE2M,DArcy_STRING,1,False,False,,,True,559875.0,645636.6666666666,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
TOP3A,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
RAD52,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
RAD51,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
RAD50,DArcy_STRING,1,False,False,,,True,75764.33333333333,52936.833333333336,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
SMARCD1,Reactome,1,False,False,,,True,77246.0,50475.666666666664,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
TNFRSF11B,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
RAD23B,DArcy_STRING,1,False,False,,,True,247278.33333333337,337253.3333333333,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
TNRC6A,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
TNRC6B,Reactome,1,False,False,,,True,102199.0,71321.83333333333,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
TNRC6C,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
TP53BP1,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
TCEB2,DArcy_STRING,1,False,False,,,True,243133.33333333337,251093.33333333337,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
QARS1,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
Phosphodiesterase,Raghunath,1,True,False,,,False,,,False,,,,,HGNC:GG:681,hgnc_gene_group
PXN,Reactome,1,False,False,,,True,213476.66666666663,187556.66666666663,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
TRPM1,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
PXDN,Reactome,1,False,False,,,True,37271.5,14952.566666666666,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
Trypsin,Raghunath,1,True,False,,,False,,,False,,,,,HGNC:GG:738,hgnc_gene_group
UBE2D1,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
